Telco Domain Risk Summary — Per-Domain Risk Score Calculation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Each carrier rolled up from its subdomain-level V5 scores. MAX pillars = worst subdomain per pillar (operational view). Final Risk Score (Max) = max of subdomain composites; Final Risk Score (Avg) = mean across all subdomains.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rank;Domain;Subdomains;KEV Hosts;EPSS Hosts;Any-CVE Hosts;Weak DMARC Hosts;Weak SPF Hosts;Dangling CNAME Hosts;Int IP Exposed Hosts;SSH Hosts;FTP Hosts;MySQL Hosts;Postgres Hosts;RDP Hosts;SNMP Hosts;XSS Hosts;SSRF Hosts;SQLi Hosts;P1 CVE (Max);P2 Email (Max);P3 Infra (Max);P4 Web (Max);P5 Surface (Max);P1 CVE (Avg);P2 Email (Avg);P3 Infra (Avg);P4 Web (Avg);P5 Surface (Avg);Max Penalty;Final Risk Score (Max);Max Band;Final Risk Score (Avg);Avg Band;Worst Subdomain;FRN;holding_company;Registered Name;Company Name;city;state;Domain;# Employees;Private or Public;Aquired or Not;Annual Revenue;Founded Year;WISP or Cable;Principal_Communications_Type;Chief_Executive_Officer
2622;directtelco.com;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;34,7;0;20;0;15;31,1;0,0;28,6;Medium;25,1;Medium;directtelco.com;31924301;;Direct Telco LLC;Direct Telco;Corona;CA;directtelco.com;01-Oct;Private;I do not have enough information to answer this query. The provided search data mentions a different fiber company in Corona, California, named Cityside Fiber, but does not contain information regarding the acquisition status of Direct Telco.;$1-5 million;2011;Cable;Private Service Provider;Waqar Haider
2623;nvcom.com;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;15;0;0;40;0;15;0;0,0;28,4;Medium;28,4;Medium;nvcom.com;27144112;;New Visions Communications;New Visions Communications;Syracuse;NY;nvcom.com;Nov-50;Private;I do not have enough information to determine if New Visions Communications (nvcom.com), based in Syracuse, NY, has been acquired. The search results provide information on New Vision Television, which was acquired by LIN Media, and Vision Internet, which was acquired by Granicus, but these are different entities from the telecommunications company in Syracuse.;$1.7M;1998;WISP;Interconnected VoIP;Carmen Branca
2624;1isolution.com;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;40;0;0;27,5;0,0;28,3;Medium;28,3;Medium;1isolution.com;;;;;;;;;;;;;;;
2625;acetel.net;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;27,5;0,0;28,3;Medium;23,0;Low;_wildcard.acetel.net;;;;;;;;;;;;;;;
2626;amtechnologyllc.com;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;13,3;0;0;18,3;0,0;28,3;Medium;15,3;Low;amtechnologyllc.com;;;;;;;;;;;;;;;
2627;atkinson.net;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;40;0;0;27,5;0,0;28,3;Medium;28,3;Medium;atkinson.net;;;;;;;;;;;;;;;
2628;atwoodcable.com;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;13,3;0;0;27,5;0,0;28,3;Medium;21,2;Low;atwoodcable.com;3789765;ATWOOD CABLE SYSTEMS INC;Atwood Cable Systems, Inc.;Atwood Cable;Artwood;KS;atwoodcable.com;Information not found;Private;Acquired by UP Fiber, Inc.;Information not found;1982;Cable;Cable TV provider of local exchange;Robert Dunker
2629;brtc.net;13;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;31;40;25;30;27,5;2,4;3,1;1,9;4,6;25,4;0,0;28,3;Medium;18,2;Low;apps.brtc.net;4933032;;Ballard Rural Telephone Cooperative Corporation, Inc.;Ballard Rural Telephone Cooperative;La Center;KY;brtc.net;Nov-50;Private;I do not have enough information to determine if Ballard Rural Telephone Cooperative Corporation, Inc. (brtc.net) has been acquired. While search results mention the acquisition of a company with the same acronym, Benton Ridge Telephone Company (BRTC) of Ohio, by Cequel III, there is no information indicating that the Kentucky-based Ballard Rural Telephone Cooperative has been acquired.;$5M-$10M;1954;NA;Incumbent Local Exchange Carrier;Karen Hensley
2630;colossusllc.net;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;27,5;0,0;28,3;Medium;23,0;Low;colossusllc.net;;;;;;;;;;;;;;;
2631;comingdeerlaw.com;7;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;5,7;0;12,9;11,8;0,0;28,3;Medium;17,8;Low;autodiscover.comingdeerlaw.com;;;;;;;;;;;;;;;
2632;compliancepartners.net;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;10;0;0;20,6;0,0;28,3;Medium;15,9;Low;compliancepartners.net;;;;;;;;;;;;;;;
2633;elevensolutions.info;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;12,1;20;0;0;27,5;0,0;28,3;Medium;24,4;Low;elevensolutions.info;;;;;;;;;;;;;;;
2634;loboservices.com;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;5,7;0;0;27,5;0,0;28,3;Medium;19,1;Low;calendar.loboservices.com;;;;;;;;;;;;;;;
2635;mawcom.com;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;40;0;0;27,5;0,0;28,3;Medium;28,3;Medium;mawcom.com;8651531;;MAW Communications, Inc.;MAW Communications;Reading;PA;mawcom.com;02-Oct;Private;I do not have enough information to determine if MAW Communications, Inc. (mawcom.com) based in Reading, PA, has been acquired. The search results discuss a strategic agreement between the city of Lancaster and MAW Communications to build a municipal fiber network and a legal settlement with PPL Electric Utilities, but they do not mention an acquisition of the company itself. Other search results refer to different entities, such as M & W Communications in New Jersey being acquired by Wireless or a private equity firm named MAW Acquisitions.;$1M-$5M;2004;NA;CAP/LEC;Frank Wiczkowski
2636;metrofibernetworks.com;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;8;13,3;0;0;27,5;0,0;28,3;Medium;22,1;Low;_wildcard.metrofibernetworks.com;19497676;CABLE ASSOCIATES INC;Metro Fiber Networks, Inc.;Metro Fiber;Yorktown;VA;metrofibernetworks.com;01-Oct;Private;Acquired by FiberLight LLC;$1-5 million;2014;NA;Other Local;Gary Tarpley
2637;mobipcs.com;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;40,2;0;6,7;0;5;27,2;0,0;28,3;Medium;19,8;Low;ftp.mobipcs.com;;;;;;;;;;;;;;;
2638;turnerscustomservices.com;4;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;12,1;20;0;0;27,5;0,0;28,3;Medium;24,4;Low;turnerscustomservices.com;37543907;;Turners Custom Services LLC;Turners Custom Services;Columbus;OH;turnerscustomservices.com;02-Oct;Private;I do not have enough information to determine if Turners Custom Services LLC (turnerscustomservices.com) based in Columbus, OH, has been acquired. The search results discuss acquisitions involving other companies with similar names, such as Turner's Custom Auto Glass being acquired by Safelite Group and Dornan Engineering Group being acquired by Turner Construction, but none refer to Turners Custom Services LLC.;Less;2021;NA;Cellular/PCS/SMR;Sean Turner
2639;glcc.com;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;27,5;0,0;28,3;Medium;23,0;Low;autodiscover.glcc.com;;;;;;;;;;;;;;;
2640;hurdman.net;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;4,4;0;0;21,4;0,0;28,3;Medium;14,9;Low;calendar.hurdman.net;19600332;;HURDMAN COMMUNICATIONS, INC;HURDMAN COMMUNICATIONS;Centerville;UT;hurdman.net;Nov-50;Private;Not Acquired;$1-5 million;1990;WISP;Private Service Provider;Robert Hurdman
2641;ifncom.net;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;2,2;0;1,7;9,2;0,0;28,3;Medium;6,7;Minimal;autodiscover.ifncom.net;;;;;;;;;;;;;;;
2642;imaginenetworks.com;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;10;0;0;27,5;0,0;28,3;Medium;20,3;Low;autodiscover.imaginenetworks.com;;;;;;;;;;;;;;;
2643;fiber2go.com;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;27,5;0,0;28,3;Medium;23,0;Low;fiber2go.com;34333732;;Fiber2Go;Fiber2Go;Austin;TX;fiber2go.com;01-Oct;Private;Acquired by UP Fiber, Inc.;$1-5 million;2012;WISP;Other Local;Arn Ramirez
2644;fortessatechnologies.com;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;34,7;0;10;0;0;22,4;0,0;28,3;Medium;17,0;Low;autodiscover.fortessatechnologies.com;26975532;;Fortessa Hosting, Inc;Fortessa Hosting;Laguna Beach;CA;fortessatechnologies.com;01-Oct;Private;Acquired by Zwiesel Kristallglas AG;Less than $1 million;2015;WISP;Interconnected VoIP;Boyd Carr
2645;myconnectnyc.org;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;10;0;0;27,5;0,0;28,3;Medium;20,3;Low;info.myconnectnyc.org;;;;;;;;;;;;;;;
2646;nexpirion.net;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;13,3;0;10;9,2;0,0;28,3;Medium;16,2;Low;autodiscover.nexpirion.net;;;;;;;;;;;;;;;
2647;carouselconnections.com;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;6;10;0;0;27,5;0,0;28,3;Medium;21,0;Low;carouselconnections.com;;;;;;;;;;;;;;;
2648;connectuswireless.com;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;27,5;0,0;28,3;Medium;23,0;Low;connectuswireless.com;;;;;;;;;;;;;;;
2649;gofybe.com;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;27,5;0,0;28,3;Medium;23,0;Low;gofybe.com;37044070;;Fybe;Fybe;Durham;NC;gofybe.com;Nov-50;Private;Not acquired;$1-5 million;2018;NA;Interconnected VoIP;Kent Melum
2650;islandtele.com;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;12,1;20;0;0;27,5;0,0;28,3;Medium;24,4;Low;islandtele.com;26985556;;Lost Island Communications;Lost Island Communications;Durant;OK;islandtele.com;01-Oct;Private;"I do not have enough information to determine if Lost Island Communications has been acquired. The provided text mentions a ""lost"" fiber optic loop on Hatteras Island and a company called Brightspeed, but it does not contain acquisition details for Lost Island Communications.";Less than $1 million;2022;NA;Interconnected VoIP;Israel Arnold
2651;kelfrontendev.com;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;10;0;0;27,5;0,0;28,3;Medium;20,3;Low;affpay.kelfrontendev.com;;;;;;;;;;;;;;;
2652;lcbsolutions.com;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;27,5;0,0;28,3;Medium;23,0;Low;lcbsolutions.com;26606160;;LCB Solutions Corp;LCB Solutions;Santa Fe Springs;CA;lcbsolutions.com;Nov-50;Private;Not acquired;$1-5 million;2003;NA;Local Reseller;Luis Chavez
2653;lincolnvillecommunications.net;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;36,1;0;0;30;27,5;18,1;0;0;22,5;27,5;0,0;28,3;Medium;24,9;Low;lincolnvillecommunications.net;4930384;Lincolnville Telephone Company;Lincolnville Communications, Inc.;Lincolnville Communications;Nobleboro;ME;lincolnvillecommunications.net;Nov-50;Private;Acquired by Shirley Manning;$1-5 million;1983;NA;CAP/LEC;Shirley Manning
2654;messenger.com;14;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;40;0;20;27,5;0;2,9;0;1,4;25,5;0,0;28,3;Medium;18,1;Low;_wildcard.messenger.com;;;;;;;;;;;;;;;
2655;mgwtelephone.com;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;12,1;20;0;0;27,5;0,0;28,3;Medium;24,4;Low;mgwtelephone.com;4335873;MGW COMMUNICATIONS INC;MGW Telephone Company, Inc.;MGW Telephone Company;Staunton;VA;mgwtelephone.com;51-200;Private;I do not have enough information to determine if MGW Telephone Company has been acquired. The provided text mentions MGW's history, partnerships, and minority ownership investments, but does not state that the company itself has been acquired.;$10-25 million;1967;NA;Incumbent Local Exchange Carrier;Ronald Smith
2656;moundville.net;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;13,3;0;10;18,3;0,0;28,3;Medium;16,6;Low;autodiscover.moundville.net;;;;;;;;;;;;;;;
2657;siskiyoutelephone.com;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;6,7;0;0;27,5;0,0;28,3;Medium;19,4;Low;ebill.siskiyoutelephone.com;1551241;SISKIYOU COMMUNICATIONS INC;Siskiyou Telephone Company;Siskiyou Telephone Company;Etna;CA;siskiyoutelephone.com;Nov-50;Private;Not acquired;$5-10 million;1896;NA;Incumbent Local Exchange Carrier;Russell Elliott
2658;solitran.com;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;13,3;0;0;27,5;0,0;28,3;Medium;21,2;Low;_caldavs._tcp.solitran.com;34110213;;Solitran Inc.;Solitran;Hawthorne;NY;solitran.com;Nov-50;Private;Acquired by Allergan Aesthetics (an AbbVie company);$1-5 million;1999;NA;Interconnected VoIP;Russell Wilmarth
2659;vantageunified.com;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;36,1;40;0;30;27,5;12;13,3;0;10;27,5;0,0;28,3;Medium;25,6;Medium;_wildcard.vantageunified.com;31045529;;Vantage Unified Communications;Vantage Unified Communications;New Hope;PA;vantageunified.com;50-100;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";$10-50 million;1991;NA;Interconnected VoIP;Douglas Fagan
2660;vengrid.org;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;12,1;20;0;0;27,5;0,0;28,3;Medium;24,4;Low;vengrid.org;35820588;;Vengrid Networks;Vengrid;Penfield;NY;vengrid.org;01-Oct;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";Less than $1 million;2020;WISP;Shared Tenant Service Provider;Jeffrey Wildenhaus
2661;teldelnort.com;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;40;0;0;27,5;0,0;28,3;Medium;28,3;Medium;teldelnort.com;111767988;;Teldelnort Communications, LLC.;Teldelnort Communications;McAllen;TX;teldelnort.com;01-Oct;Private;I do not have enough information to answer this query. The provided documents discuss acquisitions involving Telenor, True Corporation, and GlobalConnect, but do not contain information regarding the acquisition status of Teldelnort Communications.;Less than $1 million;2004;NA;Interexchange Carrier (IXC);Rene Alanis
2662;adastratelco.com;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;24,1;40;0;0;27,5;12,1;20;0;0;27,5;0,0;28,3;Medium;24,4;Low;adastratelco.com;;;;;;;;;;;;;;;
2663;adatech.com;8;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;26,9;40;0;0;34,7;6,4;5;0;0;15,6;0,0;28,3;Medium;12,1;Low;adatech.com;36063691;;ADA Technologies;ADA;Austin;TX;adatech.com;25-49;Private;"The company ADA (Applied Dynamics International) has not been acquired; it remains an independent private company.";$2.5 million - $5 million;1985;NA;Local Reseller;Steven Franco
2664;globecomm.com;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;20;0;15;27,5;0,0;28,3;Medium;24,9;Low;_wildcard.globecomm.com;4072260;;Globecomm Systems, Inc.;Globecomm;Laurel;MD;globecomm.com;110 - 500;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;96.7M;1994;WISP;Satellite;David Myers
2665;wmcaz.com;4;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;10;0;22,5;27,5;0,0;28,3;Medium;23,2;Low;email.wmcaz.com;1600352;WHITE MOUNTAIN COMMUNICATIONS INC;White Mountain Communications, Inc.;White Mountain Communications;Pinetop;AZ;wmcaz.com;Nov-50;Private;"I do not have enough information to answer this query. The provided text mentions acquisitions by ""White Mountains Insurance Group"" or ""White Mountains Partners"" of companies like Distinguished Programs, Bamboo, and Enterprise Solutions, but it does not contain information regarding the acquisition status of ""White Mountain Communications"" based in Pinetop, AZ.";<5M;1985;NA;Paging & Messaging;Richard Wise
2666;datavision.coop;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;36,1;40;0;20;27,5;6;6,7;0;3,3;18,3;0,0;28,3;Medium;17,4;Low;autodiscover.datavision.coop;4986410;GERVAIS TELEPHONE COMPANY;Datavision Communications, LLC.;Datavision Communications;Gervais;OR;datavision.coop;Nov-50;Private (Cooperative);"I do not have enough information to answer the query. The search results discuss several different companies named Datavision, including a German AV integrator acquired by Ricoh, an IT consulting firm acquired by HCL Technologies, and a hotel data analytics company acquired by myDigitalOffice, but none of these appear to be the ""Datavision Communications"" located in Gervais, Oregon mentioned in your spreadsheet. To help me provide a better answer, please specify if the company in question is a telecommunications provider or if it has another parent company name.";$1-5 million;1914;NA;CAP/LEC;Todd Berning
2667;azimov.ai;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;40;0;0;27,5;0,0;28,3;Medium;28,3;Medium;azimov.ai;34758086;AZIMOV LLC;AZIMOV LLC;AZIMOV;North Bergen;NJ;azimov.ai;18;Private;I do not have enough information to determine if AZIMOV LLC (azimov.ai) has been acquired. The search results mention the acquisition of Asimov Robotics by Zoho and provide details for other entities named Azimov or Asimov, but they do not contain acquisition information for an AZIMOV LLC based in North Bergen, NJ.;$2.5 million;2023;NA;Interconnected VoIP;Murodjon Azimov
2668;newtonwireless.com;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;40;0;0;27,5;0,0;28,3;Medium;28,3;Medium;newtonwireless.com;33309501;;Newton Wireless;Newton Wireless;Orlando;FL;newtonwireless.com;1+;Private;I do not have enough information to determine if Newton Wireless based in Orlando, FL (newtonwireless.com) has been acquired. The search results mention the acquisition of Newton Manufacturing Company by HALO Branded Solutions, Newton Connectivity Systems by Dominion Lending Centres, and CloudMagic (the company behind Newton mail) by Essential, but none of these refer to Newton Wireless.;Unknown;2014;Cable;Cellular/PCS/SMR;Kaycee Ikeijani
2669;pluraconnect.com;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;40;0;0;27,5;0,0;28,3;Medium;28,3;Medium;pluraconnect.com;36388205;;Plura Connect, LLC;Plura Connect;Henderson;NV;pluraconnect.com;01-Oct;Private;I do not have enough information to determine if Plura Connect, LLC (pluraconnect.com) has been acquired. The search results discuss the acquisition of Plural Policy by SAI360 and the acquisition of Alpermann+Velte and Ensemble Designs by Plura Broadcast, but none of these entities appear to be the Henderson, NV-based Plura Connect, LLC.;Less than $1 million;2021;WISP;Audio Bridge Service;Matthew Beucler
2670;voiplanet.com;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;13,3;0;0;27,5;0,0;28,3;Medium;21,2;Low;test.voiplanet.com;37143187;;VOIPLANET LLC;VOIPLANET;Boulder;CO;voiplanet.com;01-Oct;Private;I do not have enough information to determine if VOIPLANET LLC (voiplanet.com) has been acquired. The provided text lists the company name but does not mention any acquisition status or parent company.;\<$1M;2007;NA;Interconnected VoIP;JOANNE QUICKSELL
2671;siennagroup.com;11;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;3,6;0;5,5;10;0,0;28,3;Medium;11,1;Low;ftp.siennagroup.com;15173503;;The Sienna Group and Sienna Communications Group Inc;The Sienna Group and Sienna Communications Group;Walton;KY;siennagroup.com;51-200;Private;Aquired by ConnectWise;$50;1996;NA;Cellular/PCS/SMR;David Condit
2672;causeiq.com;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;10;0;0;20,6;0,0;28,3;Medium;15,9;Low;causeiq.com;31765209;;INSTRAMENTAL MEDIA;INSTRAMENTAL MEDIA;Detroit;MI;causeiq.com;1 – 5;Public;I do not have enough information to determine if Instramental Media has been acquired. The search results provide information on Instrumental (a series C manufacturing analysis company) and Instrumental (a UK-based A&R scouting platform), but none refer to Instramental Media based in Detroit, MI.;<$1M;2022;NA;Local Reseller;Melvern Johnson
2673;inlanddevelopment.com;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;13,3;0;0;27,5;0,0;28,3;Medium;21,2;Low;ftp.inlanddevelopment.com;13198767;Windwave Technologies, Inc.;Inland Development Corporation;Inland Development;Boardman;OR;inlanddevelopment.com;10 – 25;Private;Based on the provided information, Inland Development Corporation has not been acquired. It is a nonprofit organization that was recently involved in a civil enforcement action regarding the sale of its subsidiary, Windwave Communications.;$2M – $5M;1974;WISP;CAP/LEC;Blake Lawrence
2674;arklatexcomm.com;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;25;0;40,2;0;0;25;0;40,2;0,0;27,8;Medium;27,8;Medium;arklatexcomm.com;36446128;;ARK-LA-TEX COMMUNICATIONS, INC;ARK-LA-TEX COMMUNICATIONS;Shreveport;LA;arklatexcomm.com;Nov-50;Private;"I do not have enough information to determine if ARK-LA-TEX COMMUNICATIONS, INC (arklatexcomm.com) has been acquired. The search results discuss acquisitions of other companies in the ""Ark-La-Tex"" region, such as Arkwest Communications being acquired by PhireLink and Ark-La-Tex Services (arklatexservices.com) being private equity-backed, but they do not confirm an acquisition for ARK-LA-TEX COMMUNICATIONS, INC.";$1M - $5M;1985;NA;Interconnected VoIP;Melanie McGaha
2675;mydocomopacific.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;24,1;0;0;30;34,7;24,1;0;0;30;34,7;0,0;27,5;Medium;27,5;Medium;mydocomopacific.com;;;;;;;;;;;;;;;
2676;achllcco.com;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;2,5;0;0;1,7;0,0;27,2;Medium;2,8;Minimal;_autodiscover._tcp.achllcco.com;;;;;;;;;;;;;;;
2677;blaseylaw.com;6;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;40;0;30;27,5;0;6,7;0;10;9,2;0,0;27,2;Medium;17,2;Low;_sip._tls.blaseylaw.com;;;;;;;;;;;;;;;
2678;bluebirdbroadband.com;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;1,7;0;0;4,6;0,0;27,2;Medium;4,1;Minimal;_xmpp-client._tcp.bluebirdbroadband.com;16977381;;Bluebird Wireless Broadband Services, LLC.;Bluebird Wireless Broadband Services;Bossier City;LA;bluebirdbroadband.com;11 to 50;Private;Acquired by Macquarie Infrastructure Partners;$1 million - $10 million;2004;WISP;Interconnected VoIP;Stephen Hyde
2679;cch-lis.com;65;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;0,6;0;0;0,8;0,0;27,2;Medium;1,0;Minimal;antispam.cch-lis.com;;;;;;;;;;;;;;;
2680;cwcweb.com;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;40;0;0;0;0,0;27,2;Medium;27,2;Medium;cwcweb.com;;;;;;;;;;;;;;;
2681;jabocommunications.com;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;27,5;0;20;0;0;13,8;0,0;27,2;Medium;22,4;Low;jabocommunications.com;;;;;;;;;;;;;;;
